"TableInfos"
"ID";"Title";"ShortTitle";"Identifier";"Summary";"Modified";"ReasonDelivery";"ExplanatoryText";"Language";"Catalog";"Frequency";"Period";"ShortDescription";"Description";"DefaultPresentation";"DefaultSelection";"GraphTypes";"OutputStatus";"Source";"MetaDataModified";"SearchPriority"
"0";"(On)veiligheidsbeleving; regio ";"(On)veiligheidsbeleving; regio";"81877NED";"Onveiligheidsgevoelens, kans op slachtofferschap, respectloos gedrag 
in buurt en woonplaats";"2018-03-01T15:30:00";"Actualisering";"";"nl";"CBS";"Perjaar";"2012-2017";"
De Veiligheidsmonitor (VM) is een tweejaarlijks terugkerend bevolkingsonderzoek naar veiligheid, leefbaarheid en slachtofferschap. Ook wordt er aandacht besteed aan overlast in de buurt, respectloos gedrag, preventiemaatregelen, het functioneren van de politie en het gemeentelijke veiligheidsbeleid. Hierdoor wordt op eenduidige wijze cijfers verkregen over de (beleving van) veiligheid op zowel landelijk, regionaal als (beneden)lokaal niveau.

In deze tabel staat de beleving van de (on)veiligheid door de burger centraal. Het gaat dan om de veiligheidsbeleving in de eigen buurt, in de eigen woonplaats, en in het algemeen. Ook het thema respectloos gedrag komt aan de orde. De gegevens worden weergegeven voor Nederland in totaliteit, de landsdelen en provincies, en daarnaast ook voor de regionale politie eenheden, politie districten, politie basisteams en voor alle gemeenten met meer dan 70 000 inwoners. Van deze gemeenten met meer dan 70 000 inwoners zijn ook de cijfers van de stedennetwerken G4 en G32 en de overige gemeenten die niet tot deze stedennetwerken behoren opgenomen. 

De Veiligheidsmonitor is een enquêteonderzoek gebaseerd op een steekproef. Dit betekent dat de weergegeven cijfers schattingen zijn, waarvoor betrouwbaarheidsmarges gelden. Deze marges zijn ook in de tabel opgenomen. De cijfers hebben betrekking op personen van 15 jaar of ouder, tenzij anders vermeld. De enquête is uitgevoerd in de periode augustus-november.

Door wijzigingen in de vraagstellingen en in de onderzoeksopzet zijn de uitkomsten van de Veiligheidsmonitor (VM) niet zonder meer te vergelijken met die van eerdere slachtofferenquêtes, zoals de Integrale Veiligheidsmonitor (IVM; 2008-2011) en de Veiligheidsmonitor Rijk (VMR; 2005-2008). Voor meer informatie zie de onder 4. Bronnen en Methoden opgenomen onderzoeksbeschrijving Veiligheidsmonitor vanaf 2012. 

Status van de cijfers:
De cijfers in deze tabel zijn definitief.

Wijzigingen per 1 maart 2018
De cijfers voor het verslagjaar 2017 zijn toegevoegd.

Wanneer komen er nieuwe cijfers?
Nieuwe gegevens verschijnen tweejaarlijks omstreeks maart.
";"INHOUDSOPGAVE

1. Toelichting
2. Definities en verklaring van symbolen
3. Koppelingen naar relevante tabellen en artikelen
4. Bronnen en methoden
5. Meer informatie

1. TOELICHTING

De Veiligheidsmonitor (VM) is een tweejaarlijks terugkerend bevolkingsonderzoek naar veiligheid, leefbaarheid en slachtofferschap. Ook wordt er aandacht besteed aan overlast in de buurt, respectloos gedrag, preventiemaatregelen, het functioneren van de politie en het gemeentelijke veiligheidsbeleid. Hierdoor wordt op eenduidige wijze cijfers verkregen over de (beleving van) veiligheid op zowel landelijk, regionaal als (beneden)lokaal niveau.

In deze tabel staat de beleving van de (on)veiligheid door de burger centraal. Het gaat dan om de veiligheidsbeleving in de eigen buurt, in de eigen woonplaats, en in het algemeen. Ook het thema respectloos gedrag komt aan de orde. De gegevens worden weergegeven voor Nederland in totaliteit, de landsdelen en provincies, en daarnaast ook voor de regionale politie eenheden, politie districten, politie basisteams en voor alle gemeenten met meer dan 70 000 inwoners. Van deze gemeenten met meer dan 70 000 inwoners zijn ook de cijfers van de stedennetwerken G4 en G32 en de overige gemeenten die niet tot deze stedennetwerken behoren opgenomen. 

De Veiligheidsmonitor is een enquêteonderzoek gebaseerd op een steekproef. Dit betekent dat de weergegeven cijfers schattingen zijn, waarvoor betrouwbaarheidsmarges gelden. Deze marges zijn ook in de tabel opgenomen. De cijfers hebben betrekking op personen van 15 jaar of ouder, tenzij anders vermeld. De enquête is uitgevoerd in de periode augustus-november.

Door wijzigingen in de vraagstellingen en in de onderzoeksopzet zijn de uitkomsten van de Veiligheidsmonitor (VM) niet zonder meer te vergelijken met die van eerdere slachtofferenquêtes, zoals de Integrale Veiligheidsmonitor (IVM; 2008-2011) en de Veiligheidsmonitor Rijk (VMR; 2005-2008). Voor meer informatie zie de onder 4. Bronnen en Methoden opgenomen onderzoeksbeschrijving Veiligheidsmonitor vanaf 2012. 

Status van de cijfers:
De cijfers in deze tabel zijn definitief.

Wijzigingen per 1 maart 2018
De cijfers voor het verslagjaar 2017 zijn toegevoegd.

Wanneer komen er nieuwe cijfers?
Nieuwe gegevens verschijnen tweejaarlijks omstreeks maart.

2. DEFINITIES EN VERKLARING VAN SYMBOLEN

Definities:
"14";;"13";"TopicGroup";"";"Onveiligheidsgevoelens";"In de VM is aan de respondenten gevraagd of men zich wel eens onveilig voelt in de eigen buurt. Zo ja, dan is vervolgens de vraag gesteld of men er zich vaak, soms of zelden onveilig voelt.

";;;;;
"15";"9";"14";"Topic";"VoeltZichWelEensOnveiligInBuurt_7";"Voelt zich wel eens onveilig in buurt";"Gevraagd is: voelt u zich wel eens onveilig in uw eigen buurt? Antwoordmogelijkheden:  'ja', 'nee', 'geen antwoord'. Weergegeven is percentage 'ja'.
";;"Double";"%";"1";"Missing"
"16";"10";"14";"Topic";"VoeltZichVaakOnveiligInBuurt_8";"Voelt zich vaak onveilig in buurt";"Gevraagd is: voelt u zich vaak, soms, of zelden onveilig in uw eigen buurt? Antwoordmogelijkheden:  'vaak', 'soms', 'zelden', 'geen antwoord'. Deze vraag is alleen gesteld aan degenen die 'ja' antwoordden op de vraag of men zich wel eens onveilig voelt in de eigen buurt.  Het weergegeven percentage heeft wel betrekking op alle respondenten.

";;"Double";"%";"1";"Missing"
"17";"11";"14";"Topic";"SAvondsOpStraatInBuurtOnveilig_9";"'s Avonds op straat in buurt onveilig";"Vraag: 'Komt het wel eens voor u zich onveilig voelt als u 's avonds bij u in de buurt op straat loopt?'
Antwoordmogelijkheden: 'vaak', 'soms', 'zelden of nooit', 'geen antwoord'.
";;"Double";"% komt vaak voor";"1";"Missing"
"18";"12";"14";"Topic";"SAvondsAlleenThuisOnveilig_10";"'s Avonds alleen thuis onveilig";"Vraag: 'Komt het wel eens voor u zich zich onveilig voelt als u 's avonds alleen thuis bent?'
Antwoordmogelijkheden: 'vaak', 'soms', 'zelden of nooit', 'geen antwoord'.
";;"Double";"% komt vaak voor";"1";"Missing"
"19";"13";"14";"Topic";"DoetSAvondsNietOpen_11";"Doet 's avonds niet open";"Vraag: 'Komt het wel eens voor dat 's avonds niet open doet omdat u het niet veilig vindt?'
Antwoordmogelijkheden: 'vaak', 'soms', 'zelden of nooit', 'geen antwoord'.

";;"Double";"% komt vaak voor";"1";"Missing"
"20";"14";"14";"Topic";"RijdtOfLooptOm_12";"Rijdt of loopt om";"Vraag: 'Komt het wel eens voor dat u in uw eigen buurt omloopt of omrijdt om onveilige plekken te vermijden?'
Antwoordmogelijkheden: 'vaak', 'soms', 'zelden of nooit', 'geen antwoord'.

";;"Double";"% komt vaak voor";"1";"Missing"
"21";;"13";"TopicGroup";"";"Beoordeling criminaliteit";"In de VM is aan de respondenten gevraagd om een oordeel te geven over de mate waarin criminaliteit in de eigen buurt voortkomt en de ontwikkeling daarvan in de afgelopen 12 maanden.
";;;;;
"22";"15";"21";"Topic";"BangSlachtofferCriminaliteitTeWorden_13";"Bang slachtoffer criminaliteit te worden";"Vraag: 'Komt het wel eens voor dat u bang bent bent dat u zelf slachtoffer wordt van criminaliteit?'
Antwoordmogelijkheden: 'vaak', 'soms', 'zelden of nooit', 'geen antwoord'.
";;"Double";"% komt vaak voor";"1";"Missing"
"23";"16";"21";"Topic";"DenktDatErVeelCriminaliteitInBuurt_14";"Denkt dat er veel criminaliteit in buurt";;;"Double";"%";"1";"Missing"
"24";"17";"21";"Topic";"VindtCriminaliteitInBuurtToegenomen_15";"Vindt criminaliteit in buurt toegenomen ";;;"Double";"%";"1";"Missing"
"25";"18";"21";"Topic";"VindtCriminaliteitInBuurtAfgenomen_16";"Vindt criminaliteit in buurt afgenomen  ";;;"Double";"%";"1";"Missing"
"26";"19";"21";"Topic";"VindtCriminaliteitInBuurtGelijk_17";"Vindt criminaliteit in buurt gelijk ";;;"Double";"%";"1";"Missing"
"27";"20";"21";"Topic";"RapportcijferVeiligheidInBuurt_18";"Rapportcijfer veiligheid in buurt ";;;"Double";"rapportcijfer";"1";"Missing"
"28";;"3";"TopicGroup";"";"Woonplaats";"In de VM is de respondenten gevraagd of, en hoe vaak men onveilig voelt op de volgende plekken in de eigen woonplaats:  
 - Rondom uitgaansgelegenheden;
 - Op plekken waar jongeren rondhangen;
 - In het centrum van woonplaats;
 - In het winkelgebied/winkelcentrum;
 - Bij het treinstation in woonplaats;
 - In eigen huis.
Antwoordmogelijkheden: 'vaak', 'soms', 'zelden of nooit', 'niet van toepassing: komt niet voor', 'niet van toepassing: kom hier nooit', 'geen antwoord'.
Onder 'wel eens onveilig' worden alle respondenten verstaan die als antwoord 'vaak' of 'soms' hebben gegeven.
";;;;;
"29";"21";"28";"Topic";"RondomUitgaansgelegenheden_19";"Rondom uitgaansgelegenheden";"";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"30";"22";"28";"Topic";"OpPlekkenWaarJongerenRondhangen_20";"Op plekken waar jongeren rondhangen";"";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"31";"23";"28";"Topic";"InCentrumVanWoonplaats_21";"In centrum van woonplaats";"";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"32";"24";"28";"Topic";"InWinkelgebiedWinkelcentrum_22";"In winkelgebied/winkelcentrum";"";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"33";"25";"28";"Topic";"InOpenbaarVervoer_23";"In openbaar vervoer";"";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"34";"26";"28";"Topic";"BijTreinstationInWoonplaats_24";"Bij treinstation in woonplaats";"Indien de respondent aangeeft dat in de eigen woongemeente geen
treinstation aanwezig is, heeft hij 'niet van toepassing' ingevuld.
";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"35";"27";"28";"Topic";"InEigenHuis_25";"In eigen huis";"";;"Double";"% wel eens onveilig ('vaak'/'soms')";"1";"Missing"
"36";;;"TopicGroup";"";"Respectloos gedrag";"In de VM is de respondenten gevraagd of ze persoonlijk door de hieronder genoemde personen/instanties weleens respectloos worden behandeld, waarbij respectloos gedrag omschreven wordt als gedrag dat naar eigen inschatting de grenzen van goed fatsoen overschrijdt:
 - Door onbekenden op straat;
 - Door onbekenden in openbaar vervoer;
 - Door personeel van winkels en bedrijven;
 - Door personeel van overheidsinstanties;
 - Door bekenden (partner, familie of vriend).
Antwoordmogelijkheden zijn: 'vaak, 'soms', 'zelden of nooit',  'niet van toepassing' en 'geen antwoord'.
Onder komt 'wel eens' voor worden alle respondenten verstaan die als antwoord 'vaak' of 'soms' hebben gegeven.
";;;;;
"37";"28";"36";"Topic";"DoorOnbekendenOpStraat_26";"Door onbekenden op straat";;;"Double";"% komt 'wel eens' (vaak/soms) voor";"1";"Missing"
"38";"29";"36";"Topic";"DoorOnbekendenInOpenbaarVervoer_27";"Door onbekenden in openbaar vervoer";;;"Double";"% komt 'wel eens' (vaak/soms) voor";"1";"Missing"
"39";"30";"36";"Topic";"DoorPersoneelVanWinkelsEnBedrijven_28";"Door personeel van winkels en bedrijven";;;"Double";"% komt 'wel eens' (vaak/soms) voor";"1";"Missing"
"40";"31";"36";"Topic";"DoorPersoneelVanOverheidsinstanties_29";"Door personeel van overheidsinstanties";;;"Double";"% komt 'wel eens' (vaak/soms) voor";"1";"Missing"
"41";"32";"36";"Topic";"DoorBekendenPartnerFamilieVriend_30";"Door bekenden (partner, familie, vriend)";;;"Double";"% komt 'wel eens' (vaak/soms) voor";"1";"Missing"
"Marges"
Key;Title;Description
"1 ";"Waarde";
"2 ";"Marges";"De percentages zijn gebaseerd op een steekproef, en zullen daardoor niet precies gelijk zijn aan de werkelijke waarde zoals die in de bevolking
voorkomt. De betrouwbaarheidsmarge geeft een indruk van de nauwkeurigheid van de gevonden schatting. Deze marge is onder meer afhankelijk van de steekproefomvang; de schatting is nauwkeuriger naarmate deze marge kleiner is.
De schatting plus en min de betrouwbaarheidsmarge levert de grenzen van het 95% betrouwbaarheidsinterval.
Dit betrouwbaarheidsinterval geeft met een nauwkeurigheid van 95% aan tussen welke waarden het werkelijke percentage waarschijnlijk zal zitten.
"
"RegioS"
Key;Title;Description
"NL01   ";"Nederland";""
"LD01   ";"Noord-Nederland (LD)";"LD = Landsdeel

Noord-Nederland: Groningen, Friesland, Drenthe

Regionale groepering van provincies. Nederland telt 4 landsdelen."
"LD02   ";"Oost-Nederland (LD)";"LD = Landsdeel

Oost-Nederland: Overijssel, Flevoland, Gelderland

Regionale groepering van provincies. Nederland telt 4 landsdelen."
"LD03   ";"West-Nederland (LD)";"LD = Landsdeel

West-Nederland: Utrecht, Noord-Holland, Zuid-Holland, Zeeland

Regionale groepering van provincies. Nederland telt 4 landsdelen."
"LD04   ";"Zuid-Nederland (LD)";"LD = Landsdeel

Zuid-Nederland: Noord-Brabant, Limburg

Regionale groepering van provincies. Nederland telt 4 landsdelen."
"PV20   ";"Groningen (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV21   ";"Friesland (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV22   ";"Drenthe (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV23   ";"Overijssel (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV24   ";"Flevoland (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV25   ";"Gelderland (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV26   ";"Utrecht (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV27   ";"Noord-Holland (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV28   ";"Zuid-Holland (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV29   ";"Zeeland (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV30   ";"Noord-Brabant (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"PV31   ";"Limburg (PV)";"PV = Provincie

Bestuurlijke onderverdeling van het Nederlands grondgebied. Sinds het
instellen van de provincie Flevoland per 1 januari 1986 telt Nederland 12
provincies."
"RE01   ";"Noord-Nederland (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE02   ";"Oost-Nederland (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE03   ";"Midden-Nederland (RE)";"Gemeentelijke herindeling per 01-01-1995
Begindatum voor 1830"
"RE04   ";"Noord-Holland (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE05   ";"Amsterdam (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE06   ";"Den Haag (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE07   ";"Rotterdam (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE08   ";"Zeeland - West-Brabant (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE09   ";"Oost-Brabant (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"RE10   ";"Limburg (RE)";"RE = Regionale eenheid

De indeling in regionale eenheden is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 10 regionale eenheden."
"PD011  ";"Fryslân (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD012  ";"Groningen (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD013  ";"Drenthe (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD021  ";"IJsselland (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
"PD022  ";"Twente (PD)";"PD = Politiedistrict

De indeling in politiedistricten is ingevoerd per 1 januari 2013 en berust op de Politiewet 2012. Nederland telt 43 politiedistricten."
